[----------] Global test environment set-up.
[----------] 2 tests from MathMatrix
[ RUN      ] MathMatrix.cholesky_decompose_cpu_vs_gpu_small
[       OK ] MathMatrix.cholesky_decompose_cpu_vs_gpu_small (1 ms)
[ RUN      ] MathMatrix.cholesky_decompose_small
N: 250 - CPU: 763268
N: 250 - CPU: 765527
N: 250 - CPU: 763599
N: 250 - CPU: 763226
N: 250 - CPU: 763487
N: 300 - CPU: 1227995
N: 300 - CPU: 1304514
N: 300 - CPU: 1219220
N: 300 - CPU: 1182247
N: 300 - CPU: 1182594
N: 300 - CPU: 1160502
N: 300 - CPU: 1163915
N: 300 - CPU: 1159752
N: 300 - CPU: 1159266
N: 300 - CPU: 1158736
N: 300 - CPU: 1160774
N: 300 - CPU: 1161265
N: 300 - CPU: 1161635
N: 300 - CPU: 1158724
N: 300 - CPU: 1159286
N: 300 - CPU: 1158433
N: 300 - CPU: 1158572
N: 300 - CPU: 1159073
N: 300 - CPU: 1158818
N: 300 - CPU: 1161804
N: 300 - CPU: 1161110
N: 300 - CPU: 1161468
N: 300 - CPU: 1158875
N: 300 - CPU: 1159162
N: 300 - CPU: 1158901
N: 300 - CPU: 1158970
N: 300 - CPU: 1158634
N: 300 - CPU: 1158928
N: 300 - CPU: 1158883
N: 300 - CPU: 1160879
N: 300 - CPU: 1168313
N: 300 - CPU: 1158726
N: 300 - CPU: 1159317
N: 300 - CPU: 1158747
N: 300 - CPU: 1159274
N: 300 - CPU: 1158901
N: 300 - CPU: 1158706
N: 300 - CPU: 1158819
N: 300 - CPU: 1160963
N: 300 - CPU: 1175952
N: 300 - CPU: 1164922
N: 300 - CPU: 1164087
N: 300 - CPU: 1158938
N: 300 - CPU: 1158354
N: 300 - CPU: 1158879
N: 300 - CPU: 1157756
N: 300 - CPU: 1158270
N: 300 - CPU: 1158594
N: 300 - CPU: 1161509
N: 300 - CPU: 1160561
N: 350 - CPU: 1886245
N: 350 - CPU: 1799303
N: 350 - CPU: 1797524
N: 350 - CPU: 1795836
N: 350 - CPU: 1796665
N: 350 - CPU: 1795941
N: 350 - CPU: 1807245
N: 350 - CPU: 1798038
N: 350 - CPU: 1796198
N: 350 - CPU: 1799428
N: 350 - CPU: 1797962
N: 350 - CPU: 1799316
N: 350 - CPU: 1805523
N: 350 - CPU: 1931552
N: 350 - CPU: 1833480
N: 350 - CPU: 1821825
N: 350 - CPU: 1806764
N: 350 - CPU: 1818462
N: 350 - CPU: 1804104
N: 350 - CPU: 1813754
N: 350 - CPU: 1801770
N: 350 - CPU: 1829590
N: 350 - CPU: 1961578
N: 350 - CPU: 1822188
N: 350 - CPU: 1801243
N: 350 - CPU: 2252880
N: 350 - CPU: 1929003
N: 350 - CPU: 1899244
N: 350 - CPU: 2054599
N: 350 - CPU: 1834946
N: 350 - CPU: 1990667
N: 350 - CPU: 1823904
N: 350 - CPU: 1816000
N: 350 - CPU: 1897300
N: 350 - CPU: 1966372
N: 350 - CPU: 1822373
N: 350 - CPU: 1803884
N: 350 - CPU: 1800282
N: 350 - CPU: 1798830
N: 350 - CPU: 1796925
N: 350 - CPU: 1795139
N: 350 - CPU: 1795823
N: 350 - CPU: 1795625
N: 350 - CPU: 1796425
N: 350 - CPU: 1796273
N: 350 - CPU: 1795005
N: 350 - CPU: 1799374
N: 350 - CPU: 1799607
N: 350 - CPU: 1798724
N: 350 - CPU: 1798720
N: 400 - CPU: 2718519
N: 400 - CPU: 2715494
N: 400 - CPU: 2844325
N: 400 - CPU: 2786820
N: 400 - CPU: 2873229
N: 400 - CPU: 3497174
N: 400 - CPU: 2614129
N: 400 - CPU: 2565162
N: 400 - CPU: 2554843
N: 400 - CPU: 2550003
N: 400 - CPU: 2553593
N: 400 - CPU: 2552316
N: 400 - CPU: 2553266
N: 400 - CPU: 2547610
N: 400 - CPU: 2547978
N: 400 - CPU: 2550825
N: 400 - CPU: 2553342
N: 400 - CPU: 2548046
N: 400 - CPU: 2554177
N: 400 - CPU: 2886959
N: 400 - CPU: 2675306
N: 400 - CPU: 2952088
N: 400 - CPU: 2832404
N: 400 - CPU: 2759035
N: 400 - CPU: 2777491
N: 400 - CPU: 2754679
N: 400 - CPU: 2595688
N: 400 - CPU: 2566563
N: 400 - CPU: 2555016
N: 400 - CPU: 2559086
N: 400 - CPU: 2551059
N: 400 - CPU: 2552564
N: 400 - CPU: 2550680
N: 400 - CPU: 2550775
N: 400 - CPU: 2547944
N: 400 - CPU: 2546580
N: 400 - CPU: 2549922
N: 400 - CPU: 2550754
N: 400 - CPU: 2547347
N: 400 - CPU: 2545382
N: 400 - CPU: 2550820
N: 400 - CPU: 2550791
N: 400 - CPU: 2550354
N: 400 - CPU: 2549816
N: 400 - CPU: 2759305
N: 400 - CPU: 2612791
N: 400 - CPU: 2659125
N: 400 - CPU: 2599286
N: 400 - CPU: 2723985
N: 400 - CPU: 2698374
N: 450 - CPU: 3980234
N: 450 - CPU: 3706889
N: 450 - CPU: 3671690
N: 450 - CPU: 3640708
N: 450 - CPU: 3642545
N: 450 - CPU: 3635660
N: 450 - CPU: 3637030
N: 450 - CPU: 3630946
N: 450 - CPU: 3634967
N: 450 - CPU: 3640380
N: 450 - CPU: 3628743
N: 450 - CPU: 3632527
N: 450 - CPU: 3629175
N: 450 - CPU: 3633958
N: 450 - CPU: 3788177
N: 450 - CPU: 3740442
N: 450 - CPU: 3736840
N: 450 - CPU: 3737495
N: 450 - CPU: 3739119
N: 450 - CPU: 4607820
N: 450 - CPU: 3667001
N: 450 - CPU: 3738413
N: 450 - CPU: 3655539
N: 450 - CPU: 3802276
N: 450 - CPU: 3654506
N: 450 - CPU: 3885773
N: 450 - CPU: 3657674
N: 450 - CPU: 4025200
N: 450 - CPU: 3658600
N: 450 - CPU: 4243502
N: 450 - CPU: 3658913
N: 450 - CPU: 4238505
N: 450 - CPU: 3657770
N: 450 - CPU: 4246288
N: 450 - CPU: 3662419
N: 450 - CPU: 4271369
N: 450 - CPU: 3658230
N: 450 - CPU: 4290106
N: 450 - CPU: 3653114
N: 450 - CPU: 4330071
N: 450 - CPU: 3660650
N: 450 - CPU: 4336977
N: 450 - CPU: 3653627
N: 450 - CPU: 4323624
N: 450 - CPU: 3660851
N: 450 - CPU: 4306425
N: 450 - CPU: 3660225
N: 450 - CPU: 4306930
N: 450 - CPU: 3662784
N: 450 - CPU: 4304826
N: 500 - CPU: 5839222
N: 500 - CPU: 5572585
N: 500 - CPU: 5609435
N: 500 - CPU: 5572727
N: 500 - CPU: 5579228
N: 500 - CPU: 5599185
N: 500 - CPU: 5206276
N: 500 - CPU: 4928591
N: 500 - CPU: 4909695
N: 500 - CPU: 4902013
N: 500 - CPU: 4897758
N: 500 - CPU: 4898133
N: 500 - CPU: 4896538
N: 500 - CPU: 4894397
N: 500 - CPU: 4922118
N: 500 - CPU: 4920680
N: 500 - CPU: 4950096
N: 500 - CPU: 4894502
N: 500 - CPU: 4895117
N: 500 - CPU: 4894214
N: 500 - CPU: 4892505
N: 500 - CPU: 4902618
N: 500 - CPU: 4894243
N: 500 - CPU: 5122896
N: 500 - CPU: 5257935
N: 500 - CPU: 5129180
N: 500 - CPU: 5284297
N: 500 - CPU: 5287352
N: 500 - CPU: 5123524
N: 500 - CPU: 5282176
N: 500 - CPU: 5164599
N: 500 - CPU: 5265106
N: 500 - CPU: 5015225
N: 500 - CPU: 5041741
N: 500 - CPU: 5037475
N: 500 - CPU: 4915437
N: 500 - CPU: 4901410
N: 500 - CPU: 4898013
N: 500 - CPU: 5024083
N: 500 - CPU: 4901454
N: 500 - CPU: 4893107
N: 500 - CPU: 4898611
N: 500 - CPU: 4896987
N: 500 - CPU: 4893325
N: 500 - CPU: 4894928
N: 500 - CPU: 4977317
N: 500 - CPU: 4905896
N: 500 - CPU: 4899912
N: 500 - CPU: 4892172
N: 500 - CPU: 4948051
N: 600 - CPU: 9114254
N: 600 - CPU: 8524357
N: 600 - CPU: 8502918
N: 600 - CPU: 8338583
N: 600 - CPU: 8533592
N: 600 - CPU: 9048982
N: 600 - CPU: 8479324
N: 600 - CPU: 8336311
N: 600 - CPU: 8329172
N: 600 - CPU: 8314661
N: 600 - CPU: 8319444
N: 600 - CPU: 8333052
N: 600 - CPU: 8322104
N: 600 - CPU: 8323878
N: 600 - CPU: 8317975
N: 600 - CPU: 8333485
N: 600 - CPU: 8347859
N: 600 - CPU: 8323107
N: 600 - CPU: 8324264
N: 600 - CPU: 8336382
N: 600 - CPU: 8313317
N: 600 - CPU: 8318447
N: 600 - CPU: 8321757
N: 600 - CPU: 8342647
N: 600 - CPU: 8320161
N: 600 - CPU: 8315781
N: 600 - CPU: 8322718
N: 600 - CPU: 8335735
N: 600 - CPU: 8333013
N: 600 - CPU: 8231124
N: 600 - CPU: 8339583
N: 600 - CPU: 8316919
N: 600 - CPU: 8314441
N: 600 - CPU: 8322218
N: 600 - CPU: 8323828
N: 600 - CPU: 8314125
N: 600 - CPU: 8318371
N: 600 - CPU: 8328988
N: 600 - CPU: 8316079
N: 600 - CPU: 8318856
N: 600 - CPU: 8306830
N: 600 - CPU: 8320039
N: 600 - CPU: 8324204
N: 600 - CPU: 8318713
N: 600 - CPU: 8633523
N: 600 - CPU: 8619283
N: 600 - CPU: 8600234
N: 600 - CPU: 8601048
N: 600 - CPU: 8594544
N: 600 - CPU: 8462064
N: 700 - CPU: 13441359
N: 700 - CPU: 12823523
N: 700 - CPU: 12832024
N: 700 - CPU: 12823642
N: 700 - CPU: 12822573
N: 700 - CPU: 12847622
N: 700 - CPU: 12834579
N: 700 - CPU: 12826646
N: 700 - CPU: 12837385
N: 700 - CPU: 12825998
N: 700 - CPU: 12825346
N: 700 - CPU: 12833999
N: 700 - CPU: 12821512
N: 700 - CPU: 12829602
N: 700 - CPU: 12835724
N: 700 - CPU: 12834666
N: 700 - CPU: 12840302
N: 700 - CPU: 12826801
N: 700 - CPU: 12830384
N: 700 - CPU: 12826173
N: 700 - CPU: 12735838
N: 700 - CPU: 12999790
N: 700 - CPU: 12970459
N: 700 - CPU: 12914467
N: 700 - CPU: 12831028
N: 700 - CPU: 12832158
N: 700 - CPU: 12854560
N: 700 - CPU: 12831615
N: 700 - CPU: 12828811
N: 700 - CPU: 12829369
N: 700 - CPU: 12834797
N: 700 - CPU: 12836116
N: 700 - CPU: 12841151
N: 700 - CPU: 12825289
N: 700 - CPU: 12825908
N: 700 - CPU: 12824862
N: 700 - CPU: 12837999
N: 700 - CPU: 12855933
N: 700 - CPU: 12824532
N: 700 - CPU: 12824313
N: 700 - CPU: 12826546
N: 700 - CPU: 12822186
N: 700 - CPU: 12838533
N: 700 - CPU: 12822011
N: 700 - CPU: 12828143
N: 700 - CPU: 12840065
N: 700 - CPU: 12839305
N: 700 - CPU: 12831340
N: 700 - CPU: 12842245
N: 700 - CPU: 12827201
N: 800 - CPU: 19688994
N: 800 - CPU: 18875829
N: 800 - CPU: 18904148
N: 800 - CPU: 18888130
N: 800 - CPU: 19735706
N: 800 - CPU: 19692721
N: 800 - CPU: 19726771
N: 800 - CPU: 19724955
N: 800 - CPU: 19714344
N: 800 - CPU: 19774635
N: 800 - CPU: 18894885
N: 800 - CPU: 18919400
N: 800 - CPU: 18905434
N: 800 - CPU: 18905499
N: 800 - CPU: 18892547
N: 800 - CPU: 18883717
N: 800 - CPU: 18886240
N: 800 - CPU: 18923621
N: 800 - CPU: 18919179
N: 800 - CPU: 18880422
N: 800 - CPU: 18876932
N: 800 - CPU: 18889454
N: 800 - CPU: 18885324
N: 800 - CPU: 18892561
N: 800 - CPU: 18890463
N: 800 - CPU: 18917437
N: 800 - CPU: 18916856
N: 800 - CPU: 18885481
N: 800 - CPU: 18906345
N: 800 - CPU: 18918126
N: 800 - CPU: 18889392
N: 800 - CPU: 18910828
N: 800 - CPU: 18890679
N: 800 - CPU: 18925009
N: 800 - CPU: 18908949
N: 800 - CPU: 18899224
N: 800 - CPU: 18893556
N: 800 - CPU: 18907516
N: 800 - CPU: 18905732
N: 800 - CPU: 18909800
N: 800 - CPU: 18895068
N: 800 - CPU: 18927880
N: 800 - CPU: 18913865
N: 800 - CPU: 18883752
N: 800 - CPU: 18902434
N: 800 - CPU: 19704174
N: 800 - CPU: 19702744
N: 800 - CPU: 19721665
N: 800 - CPU: 19702215
N: 800 - CPU: 19713436
N: 900 - CPU: 27365751
N: 900 - CPU: 26434163
N: 900 - CPU: 26422504
N: 900 - CPU: 26464172
N: 900 - CPU: 26469511
N: 900 - CPU: 26425527
N: 900 - CPU: 26422091
N: 900 - CPU: 26417017
N: 900 - CPU: 26436204
N: 900 - CPU: 26425607
N: 900 - CPU: 26465174
N: 900 - CPU: 26423993
N: 900 - CPU: 26442065
N: 900 - CPU: 26432711
N: 900 - CPU: 26443523
N: 900 - CPU: 26430430
N: 900 - CPU: 26430778
N: 900 - CPU: 26442441
N: 900 - CPU: 26426875
N: 900 - CPU: 26446063
N: 900 - CPU: 26441015
N: 900 - CPU: 26429247
N: 900 - CPU: 26429438
N: 900 - CPU: 26435765
N: 900 - CPU: 26408972
N: 900 - CPU: 26469059
N: 900 - CPU: 29241735
N: 900 - CPU: 27840186
N: 900 - CPU: 26488846
N: 900 - CPU: 26387517
N: 900 - CPU: 26411298
N: 900 - CPU: 26422591
N: 900 - CPU: 26395550
N: 900 - CPU: 26410425
N: 900 - CPU: 26393752
N: 900 - CPU: 26423349
N: 900 - CPU: 26406972
N: 900 - CPU: 26396467
N: 900 - CPU: 26424954
N: 900 - CPU: 26395302
N: 900 - CPU: 26404592
N: 900 - CPU: 26404587
N: 900 - CPU: 26412651
N: 900 - CPU: 26420865
N: 900 - CPU: 26493285
N: 900 - CPU: 26411296
N: 900 - CPU: 26419838
N: 900 - CPU: 26408395
N: 900 - CPU: 26425311
N: 900 - CPU: 26424158
N: 1000 - CPU: 36769993
N: 1000 - CPU: 36911328
N: 1000 - CPU: 36974172
N: 1000 - CPU: 36929719
N: 1000 - CPU: 37185613
N: 1000 - CPU: 36954047
N: 1000 - CPU: 36995512
N: 1000 - CPU: 37017108
N: 1000 - CPU: 36961552
N: 1000 - CPU: 36976332
N: 1000 - CPU: 36973090
N: 1000 - CPU: 36972706
N: 1000 - CPU: 36929424
N: 1000 - CPU: 36946862
N: 1000 - CPU: 36960024
N: 1000 - CPU: 36941494
N: 1000 - CPU: 36927378
N: 1000 - CPU: 36968108
N: 1000 - CPU: 36937791
N: 1000 - CPU: 36957788
N: 1000 - CPU: 36987761
N: 1000 - CPU: 37313507
N: 1000 - CPU: 37041400
N: 1000 - CPU: 37641506
N: 1000 - CPU: 36985151
N: 1000 - CPU: 37630419
N: 1000 - CPU: 37014181
N: 1000 - CPU: 37292453
N: 1000 - CPU: 36947675
N: 1000 - CPU: 36968260
N: 1000 - CPU: 37027102
N: 1000 - CPU: 36954439
N: 1000 - CPU: 36993614
N: 1000 - CPU: 37030904
N: 1000 - CPU: 36984881
N: 1000 - CPU: 36977824
N: 1000 - CPU: 36970050
N: 1000 - CPU: 38454320
N: 1000 - CPU: 36918586
N: 1000 - CPU: 36925427
N: 1000 - CPU: 36948611
N: 1000 - CPU: 37069475
N: 1000 - CPU: 36947410
N: 1000 - CPU: 37025163
N: 1000 - CPU: 36992851
N: 1000 - CPU: 37546445
N: 1000 - CPU: 36966873
N: 1000 - CPU: 36995715
N: 1000 - CPU: 37116269
N: 1000 - CPU: 37367336
N: 1200 - CPU: 63629325
N: 1200 - CPU: 64431575
N: 1200 - CPU: 64407693
N: 1200 - CPU: 63766661
N: 1200 - CPU: 64439483
N: 1200 - CPU: 63608864
N: 1200 - CPU: 64348296
N: 1200 - CPU: 64161463
N: 1200 - CPU: 64461108
N: 1200 - CPU: 63576367
N: 1200 - CPU: 63750084
N: 1200 - CPU: 63764349
N: 1200 - CPU: 64569654
N: 1200 - CPU: 63646495
N: 1200 - CPU: 64304687
N: 1200 - CPU: 63582930
N: 1200 - CPU: 64000350
N: 1200 - CPU: 64074342
N: 1200 - CPU: 63888111
N: 1200 - CPU: 63677654
N: 1200 - CPU: 63651196
N: 1200 - CPU: 65476793
N: 1200 - CPU: 64489173
N: 1200 - CPU: 64414376
N: 1200 - CPU: 64437513
N: 1200 - CPU: 64189969
N: 1200 - CPU: 63594225
N: 1200 - CPU: 63635552
N: 1200 - CPU: 63645222
N: 1200 - CPU: 63774131
N: 1400 - CPU: 101522342
N: 1400 - CPU: 101337163
N: 1400 - CPU: 101494701
N: 1400 - CPU: 101447273
N: 1400 - CPU: 101336792
N: 1400 - CPU: 101314691
N: 1400 - CPU: 101218059
N: 1400 - CPU: 101279179
N: 1400 - CPU: 101539061
N: 1400 - CPU: 101377239
N: 1400 - CPU: 101214870
N: 1400 - CPU: 101216400
N: 1400 - CPU: 101386429
N: 1400 - CPU: 101400743
N: 1400 - CPU: 101510774
N: 1400 - CPU: 101406415
N: 1400 - CPU: 101278229
N: 1400 - CPU: 101520178
N: 1400 - CPU: 101359507
N: 1400 - CPU: 101246499
N: 1400 - CPU: 101305642
N: 1400 - CPU: 101434322
N: 1400 - CPU: 101366445
N: 1400 - CPU: 101404892
N: 1400 - CPU: 101293638
N: 1400 - CPU: 101314290
N: 1400 - CPU: 101400121
N: 1400 - CPU: 101405385
N: 1400 - CPU: 101408687
N: 1400 - CPU: 101409512
N: 1600 - CPU: 151313907
N: 1600 - CPU: 148754155
N: 1600 - CPU: 148651494
N: 1600 - CPU: 148677135
N: 1600 - CPU: 148722308
N: 1600 - CPU: 148703855
N: 1600 - CPU: 148671862
N: 1600 - CPU: 148779155
N: 1600 - CPU: 148653136
N: 1600 - CPU: 148798002
N: 1600 - CPU: 148652706
N: 1600 - CPU: 148810389
N: 1600 - CPU: 148631144
N: 1600 - CPU: 148541260
N: 1600 - CPU: 148686431
N: 1600 - CPU: 148748813
N: 1600 - CPU: 148722427
N: 1600 - CPU: 148656706
N: 1600 - CPU: 148799478
N: 1600 - CPU: 149300449
N: 1600 - CPU: 148653825
N: 1600 - CPU: 148608945
N: 1600 - CPU: 148574042
N: 1600 - CPU: 148988497
N: 1600 - CPU: 148721486
N: 1600 - CPU: 148816554
N: 1600 - CPU: 148505210
N: 1600 - CPU: 148824937
N: 1600 - CPU: 148641237
N: 1600 - CPU: 148729401
N: 1800 - CPU: 210940706
N: 1800 - CPU: 211170462
N: 1800 - CPU: 211113978
N: 1800 - CPU: 211253059
N: 1800 - CPU: 211506650
N: 1800 - CPU: 211374707
N: 1800 - CPU: 211285036
N: 1800 - CPU: 212130678
N: 1800 - CPU: 211266898
N: 1800 - CPU: 211580170
N: 1800 - CPU: 211046415
N: 1800 - CPU: 211267847
N: 1800 - CPU: 211279920
N: 1800 - CPU: 211225617
N: 1800 - CPU: 211198026
N: 1800 - CPU: 211329058
N: 1800 - CPU: 211464454
N: 1800 - CPU: 211312865
N: 1800 - CPU: 211107185
N: 1800 - CPU: 211332624
N: 1800 - CPU: 211435488
N: 1800 - CPU: 211258360
N: 1800 - CPU: 211422587
N: 1800 - CPU: 211458227
N: 1800 - CPU: 211247397
N: 1800 - CPU: 211618719
N: 1800 - CPU: 211907445
N: 1800 - CPU: 211247803
N: 1800 - CPU: 211367306
N: 1800 - CPU: 211209337
N: 2000 - CPU: 287588727
N: 2000 - CPU: 288017265
N: 2000 - CPU: 287075210
N: 2000 - CPU: 286936208
N: 2000 - CPU: 286903478
N: 2000 - CPU: 286818154
N: 2000 - CPU: 286949594
N: 2000 - CPU: 286882094
N: 2000 - CPU: 286894454
N: 2000 - CPU: 287198359
N: 2000 - CPU: 287333211
N: 2000 - CPU: 286783707
N: 2000 - CPU: 287059852
N: 2000 - CPU: 286938517
N: 2000 - CPU: 300800364
N: 2000 - CPU: 286929452
N: 2000 - CPU: 286997428
N: 2000 - CPU: 287778296
N: 2000 - CPU: 286778073
N: 2000 - CPU: 286942881
N: 2000 - CPU: 286995483
N: 2000 - CPU: 286906047
N: 2000 - CPU: 286963965
N: 2000 - CPU: 286918031
N: 2000 - CPU: 286937843
N: 2000 - CPU: 286765383
N: 2000 - CPU: 286958488
N: 2000 - CPU: 286862161
N: 2000 - CPU: 287003964
N: 2000 - CPU: 286932229
N: 2500 - CPU: 560003493
N: 2500 - CPU: 560460446
N: 2500 - CPU: 560466633
N: 2500 - CPU: 561476359
N: 2500 - CPU: 560831764
N: 2500 - CPU: 560291019
N: 2500 - CPU: 560435847
N: 2500 - CPU: 560332422
N: 2500 - CPU: 560869652
N: 2500 - CPU: 560848243
N: 2500 - CPU: 560262856
N: 2500 - CPU: 560389062
N: 2500 - CPU: 560645642
N: 2500 - CPU: 561874220
N: 2500 - CPU: 560248496
N: 2500 - CPU: 560721315
N: 2500 - CPU: 561035032
N: 2500 - CPU: 560553976
N: 2500 - CPU: 578751793
N: 2500 - CPU: 561129199
N: 2500 - CPU: 560334743
N: 2500 - CPU: 561089619
N: 2500 - CPU: 560359306
N: 2500 - CPU: 567873064
N: 2500 - CPU: 560483981
N: 2500 - CPU: 560960560
N: 2500 - CPU: 560827817
N: 2500 - CPU: 560093630
N: 2500 - CPU: 561722159
N: 2500 - CPU: 560648186
N: 3000 - CPU: 964696347
N: 3000 - CPU: 958345758
N: 3000 - CPU: 954947088
N: 3000 - CPU: 954413431
N: 3000 - CPU: 954127215
N: 3000 - CPU: 955078023
N: 3000 - CPU: 954615318
N: 3000 - CPU: 954726420
N: 3000 - CPU: 954880927
N: 3000 - CPU: 956704212
N: 3000 - CPU: 954112324
N: 3000 - CPU: 955182109
N: 3000 - CPU: 954727717
N: 3000 - CPU: 955245776
N: 3000 - CPU: 954218682
N: 3000 - CPU: 955358485
N: 3000 - CPU: 955994060
N: 3000 - CPU: 954655114
N: 3000 - CPU: 957038810
N: 3000 - CPU: 955069588
N: 3000 - CPU: 956808155
N: 3000 - CPU: 956382243
N: 3000 - CPU: 956349935
N: 3000 - CPU: 1010210808
N: 3000 - CPU: 955503975
N: 3000 - CPU: 955619455
N: 3000 - CPU: 955220709
N: 3000 - CPU: 955633954
N: 3000 - CPU: 955192298
N: 3000 - CPU: 955468681
N: 3500 - CPU: 1499253321
N: 3500 - CPU: 1499748540
N: 3500 - CPU: 1500550030
N: 3500 - CPU: 1498656108
N: 3500 - CPU: 1498723605
N: 3500 - CPU: 1501136973
N: 3500 - CPU: 1498799267
N: 3500 - CPU: 1499398963
N: 3500 - CPU: 1499261497
N: 3500 - CPU: 1499051885
N: 3500 - CPU: 1501247815
N: 3500 - CPU: 1499101280
N: 3500 - CPU: 1499407349
N: 3500 - CPU: 1499342656
N: 3500 - CPU: 1498907352
N: 3500 - CPU: 1499504653
N: 3500 - CPU: 1499015480
N: 3500 - CPU: 1498874470
N: 3500 - CPU: 1498797538
N: 3500 - CPU: 1498924958
N: 3500 - CPU: 1500786109
N: 3500 - CPU: 1497619230
N: 3500 - CPU: 1497422572
N: 3500 - CPU: 1499274685
N: 3500 - CPU: 1497075532
N: 3500 - CPU: 1498986332
N: 3500 - CPU: 1497692477
N: 3500 - CPU: 1499304381
N: 3500 - CPU: 1498866269
N: 3500 - CPU: 1499326473
N: 4000 - CPU: 2209406001
N: 4000 - CPU: 2208311083
N: 4000 - CPU: 2210676967
N: 4000 - CPU: 2222082270
N: 4000 - CPU: 2210156846
N: 4000 - CPU: 2207491916
N: 4000 - CPU: 2207249589
N: 4000 - CPU: 2208203853
N: 4000 - CPU: 2209003487
N: 4000 - CPU: 2206280852
N: 4000 - CPU: 2208318745
N: 4000 - CPU: 2208136436
N: 4000 - CPU: 2207514636
N: 4000 - CPU: 2208598398
N: 4000 - CPU: 2207116630
N: 4000 - CPU: 2208633583
N: 4000 - CPU: 2208796507
N: 4000 - CPU: 2208910838
N: 4000 - CPU: 2210314866
N: 4000 - CPU: 2207755712
N: 4000 - CPU: 2210865210
N: 4000 - CPU: 2211042143
N: 4000 - CPU: 2208829283
N: 4000 - CPU: 2211934052
N: 4000 - CPU: 2209143715
N: 4000 - CPU: 2207916988
N: 4000 - CPU: 2208754114
N: 4000 - CPU: 2210356051
N: 4000 - CPU: 2210688969
N: 4000 - CPU: 2209621715
N: 4500 - CPU: 3120702709
N: 4500 - CPU: 3121214054
N: 4500 - CPU: 3122710990
N: 4500 - CPU: 3121102003
N: 4500 - CPU: 3120483710
N: 4500 - CPU: 3120111964
N: 4500 - CPU: 3122920812
N: 4500 - CPU: 3120302505
N: 4500 - CPU: 3122314693
N: 4500 - CPU: 3122082827
N: 5000 - CPU: 4251078329
N: 5000 - CPU: 4247714783
N: 5000 - CPU: 4248403304
N: 5000 - CPU: 4247010054
N: 5000 - CPU: 4248154724
N: 5000 - CPU: 4246620383
N: 5000 - CPU: 4246060766
N: 5000 - CPU: 4246917614
N: 5000 - CPU: 4765767665
N: 5000 - CPU: 4255513897
N: 6000 - CPU: 7758995638
N: 6000 - CPU: 7758662358
N: 6000 - CPU: 7241160687
N: 6000 - CPU: 7242947868
N: 6000 - CPU: 7243569430
N: 6000 - CPU: 7251971130
N: 6000 - CPU: 7251135494
N: 6000 - CPU: 7279593657
N: 6000 - CPU: 7242762713
N: 6000 - CPU: 7239004893
N: 7000 - CPU: 11436073929
N: 7000 - CPU: 11422547848
N: 7000 - CPU: 11423729747
N: 7000 - CPU: 11426747047
N: 7000 - CPU: 11424314971
N: 7000 - CPU: 11441239281
N: 7000 - CPU: 11423907107
N: 7000 - CPU: 11420883296
N: 7000 - CPU: 11421878685
N: 7000 - CPU: 11424139738
N: 8000 - CPU: 16969188929
N: 8000 - CPU: 16967690774
N: 8000 - CPU: 16973392518
N: 8000 - CPU: 16969148424
N: 8000 - CPU: 17012693081
N: 8000 - CPU: 16972338102
N: 8000 - CPU: 17589396705
N: 8000 - CPU: 18975114441
N: 8000 - CPU: 18003719858
N: 8000 - CPU: 17480961682
N: 9000 - CPU: 24105367611
N: 9000 - CPU: 24106897020
N: 9000 - CPU: 24103703792
N: 9000 - CPU: 24103568743
N: 9000 - CPU: 24142355697
N: 10000 - CPU: 33013828125
N: 10000 - CPU: 33016896148
N: 10000 - CPU: 33007908117
N: 10000 - CPU: 33007025415
N: 10000 - CPU: 33072658172
N: 4000 - CPU: 2208463298
N: 4000 - CPU: 2209707517
N: 4000 - CPU: 2207258480
N: 4000 - CPU: 2210359751
N: 4000 - CPU: 2209997021
N: 4000 - CPU: 2208462434
N: 4000 - CPU: 2206896970
N: 4000 - CPU: 2206718595
N: 4000 - CPU: 2207248110
N: 4000 - CPU: 2206978845
N: 4000 - CPU: 2209075896
N: 4000 - CPU: 2207686875
N: 4000 - CPU: 2208801775
N: 4000 - CPU: 2209119105
N: 4000 - CPU: 2207587510
N: 4000 - CPU: 2207105969
N: 4000 - CPU: 2207511358
N: 4000 - CPU: 2208849786
N: 4000 - CPU: 2207150841
N: 4000 - CPU: 2206807047
N: 4000 - CPU: 2208140850
N: 4000 - CPU: 2208979236
N: 4000 - CPU: 2207350270
N: 4000 - CPU: 2208818203
N: 4000 - CPU: 2209954915
N: 4000 - CPU: 2209290948
N: 4000 - CPU: 2207984033
N: 4000 - CPU: 2207385360
N: 4000 - CPU: 2206819270
N: 4000 - CPU: 2207114211
N: 14000 - CPU: 90735606774
N: 16000 - CPU: 135595069687
N: 18000 - CPU: 192663999545
N: 20000 - CPU: 264784412193
N: 20000 - CPU: 264231421329
------------------------------------------------------------
make -j1 test/unit/math/gpu/cholesky_decompose_test
------------------------------------------------------------
test/unit/math/gpu/cholesky_decompose_test --gtest_output="xml:test/unit/math/gpu/cholesky_decompose_test.xml"
